A,Starter,gameid
George Baldock,1,541702
Billy Sharp,1,541702
Oliver McBurnie,1,541702
Luke Freeman,0,541702
David McGoldrick,0,541702
Lys Mousset,0,541702
Bernd Leno,1,541700
David Luiz,1,541700
Sokratis Papastathopoulos,1,541700
Sead Kolasinac,1,541700
Héctor Bellerín,1,541700
Joseph Willock,1,541700
Lucas Torreira,1,541700
Granit Xhaka,1,541700
Alexandre Lacazette,1,541700
Mesut Özil,1,541700
Pierre-Emerick Aubameyang,1,541700
Kieran Tierney,0,541700
Nicolas Pépé,0,541700
Gabriel Martinelli,0,541700
Jordan Pickford,1,541687
Mason Holgate,1,541687
Michael Keane,1,541687
Lucas Digne,1,541687
Djibril Sidibé,1,541687
Gylfi Sigurdsson,1,541687
Morgan Schneiderlin,1,541687
Alex Iwobi,1,541687
Theo Walcott,1,541687
Richarlison,1,541687
Dominic Calvert-Lewin,1,541687
Leighton Baines,0,541687
Bernard,0,541687
Tom Davies,0,541687
Aaron Ramsdale,1,541690
Nathan Aké,1,541690
Chris Mepham,1,541690
Diego Rico,1,541690
Simon Francis,1,541690
Philip Billing,1,541690
Jefferson Lerma,1,541690
Ryan Fraser,1,541690
Arnaut Danjuma,1,541690
Callum Wilson,1,541690
Dominic Solanke,1,541690
Jack Simpson,0,541690
Lewis Cook,0,541690
Dan Gosling,0,541690
Paulo Gazzaniga,1,541686
Toby Alderweireld,1,541686
Davinson Sánchez,1,541686
Jan Vertonghen,1,541686
Serge Aurier,1,541686
Dele Alli,1,541686
Eric Dier,1,541686
Moussa Sissoko,1,541686
Harry Kane,1,541686
Son Heung-Min,1,541686
Lucas Moura,1,541686
Oliver Skipp,0,541686
Troy Parrott,0,541686
Ryan Sessegnon,0,541686
Ben Foster,1,541688
Craig Cathcart,1,541688
Christian Kabasele,1,541688
Adam Masina,1,541688
Kiko,1,541688
Roberto Pereyra,1,541688
Étienne Capoue,1,541688
Abdoulaye Doucouré,1,541688
Troy Deeney,1,541688
Gerard Deulofeu,1,541688
Ismaïla Sarr,1,541688
Andre Gray,0,541688
Nathaniel Chalobah,0,541688
Ederson,1,541691
Fernandinho,1,541691
John Stones,1,541691
Angeliño,1,541691
Kyle Walker,1,541691
Rodri,1,541691
David Silva,1,541691
Kevin De Bruyne,1,541691
Gabriel Jesus,1,541691
Raheem Sterling,1,541691
Bernardo Silva,1,541691
Nicolás Otamendi,0,541691
Ilkay Gündogan,0,541691
Riyad Mahrez,0,541691
Tom Heaton,1,541689
Tyrone Mings,1,541689
Ezri Konsa,1,541689
Marvelous Nakamba,1,541689
Matt Targett,1,541689
Ahmed El Mohamady,1,541689
Douglas Luiz,1,541689
John McGinn,1,541689
Jack Grealish,1,541689
Anwar El-Ghazi,1,541689
Wesley,1,541689
Björn Engels,0,541689
Trézéguet,0,541689
Frédéric Guilbert,0,541689
Martin Dubravka,1,541693
Ciaran Clark,1,541693
Paul Dummett,1,541693
Federico Fernández,1,541693
Jetro Willems,1,541693
Javier Manquillo,1,541693
Jonjo Shelvey,1,541693
Isaac Hayden,1,541693
Allan Saint-Maximin,1,541693
Miguel Almirón,1,541693
Joelinton,1,541693
Fabian Schär,0,541693
Sean Longstaff,0,541693
Andy Carroll,0,541693
Tim Krul,1,541692
Ben Godfrey,1,541692
Christoph Zimmermann,1,541692
Sam Byram,1,541692
Max Aarons,1,541692
Kenny McLean,1,541692
Mario Vrancic,1,541692
Alexander Tettey,1,541692
Teemu Pukki,1,541692
Onel Hernández,1,541692
Emiliano Buendía,1,541692
Jamal Lewis,0,541692
Dennis Srbeny,0,541692
Todd Cantwell,0,541692
Mathew Ryan,1,541694
Lewis Dunk,1,541694
Adam Webster,1,541694
Dan Burn,1,541694
Steven Alzate,1,541694
Dale Stephens,1,541694
Aaron Mooy,1,541694
Davy Pröpper,1,541694
Neal Maupay,1,541694
Leandro Trossard,1,541694
Pascal Gross,1,541694
Glenn Murray,0,541694
Alireza Jahanbakhsh,0,541694
David Martin,1,541685
Angelo Ogbonna,1,541685
Fabián Balbuena,1,541685
Aaron Cresswell,1,541685
Ryan Fredericks,1,541685
Declan Rice,1,541685
Mark Noble,1,541685
Pablo Fornals,1,541685
Robert Snodgrass,1,541685
Michail Antonio,1,541685
Felipe Anderson,1,541685
Arthur Masuaku,0,541685
Nathan Holland,0,541685
Sébastian Haller,0,541685
Alisson,1,541683
Virgil van Dijk,1,541683
Joe Gomez,1,541683
James Milner,1,541683
Trent Alexander-Arnold,1,541683
Roberto Firmino,1,541683
Georginio Wijnaldum,1,541683
Jordan Henderson,1,541683
Mohamed Salah,1,541683
Sadio Mané,1,541683
Xherdan Shaqiri,1,541683
Divock Origi,0,541683
Andy Robertson,0,541683
Alex Oxlade-Chamberlain,0,541683
Nick Pope,1,541680
Ben Mee,1,541680
James Tarkowski,1,541680
Erik Pieters,1,541680
Phillip Bardsley,1,541680
Jack Cork,1,541680
Ashley Westwood,1,541680
Dwight McNeil,1,541680
Jeff Hendrick,1,541680
Chris Wood,1,541680
Ashley Barnes,1,541680
Jay Rodriguez,0,541680
Kepa Arrizabalaga,1,541676
Kurt Zouma,1,541676
Antonio Rüdiger,1,541676
Emerson Palmieri,1,541676
César Azpilicueta,1,541676
Jorginho,1,541676
Mason Mount,1,541676
N'Golo Kanté,1,541676
Tammy Abraham,1,541676
Christian Pulisic,1,541676
Willian,1,541676
Michy Batshuayi,0,541676
Mateo Kovacic,0,541676
Callum Hudson-Odoi,0,541676
Kasper Schmeichel,1,541681
Çaglar Söyüncü,1,541681
Jonny Evans,1,541681
Wilfred Ndidi,1,541681
Ben Chilwell,1,541681
Ricardo Pereira,1,541681
James Maddison,1,541681
Youri Tielemans,1,541681
Dennis Praet,1,541681
Jamie Vardy,1,541681
Kelechi Iheanacho,1,541681
Harvey Barnes,0,541681
Demarai Gray,0,541681
Dean Henderson,1,541675
John Egan,1,541675
Jack O'Connell,1,541675
Chris Basham,1,541675
John Fleck,1,541675
John Lundstram,1,541675
Oliver Norwood,1,541675
Enda Stevens,1,541675
George Baldock,1,541675
Lys Mousset,1,541675
David McGoldrick,1,541675
Muhamed Besic,0,541675
Oliver McBurnie,0,541675
Ben Osborn,0,541675
Alex McCarthy,1,541684
Jan Bednarek,1,541684
Jack Stephens,1,541684
Ryan Bertrand,1,541684
Cédric Soares,1,541684
Pierre-Emile Højbjerg,1,541684
James Ward-Prowse,1,541684
Nathan Redmond,1,541684
Moussa Djenepo,1,541684
Danny Ings,1,541684
Shane Long,1,541684
Che Adams,0,541684
Oriol Romeu,0,541684
Stuart Armstrong,0,541684
David de Gea,1,541678
Harry Maguire,1,541678
Victor Lindelöf,1,541678
Luke Shaw,1,541678
Aaron Wan-Bissaka,1,541678
Jesse Lingard,1,541678
Fred,1,541678
Scott McTominay,1,541678
Anthony Martial,1,541678
Marcus Rashford,1,541678
Daniel James,1,541678
Mason Greenwood,0,541678
Juan Mata,0,541678
Rui Patrício,1,541682
Conor Coady,1,541682
Romain Saïss,1,541682
Leander Dendoncker,1,541682
João Moutinho,1,541682
Rúben Neves,1,541682
Jonny,1,541682
Matthew Doherty,1,541682
Raúl Jiménez,1,541682
Diogo Jota,1,541682
Adama Traoré,1,541682
Bernd Leno,1,541679
Sokratis Papastathopoulos,1,541679
Calum Chambers,1,541679
Sead Kolasinac,1,541679
Ainsley Maitland-Niles,1,541679
Mesut Özil,1,541679
Lucas Torreira,1,541679
Matteo Guendouzi,1,541679
Pierre-Emerick Aubameyang,1,541679
Gabriel Martinelli,1,541679
Nicolas Pépé,1,541679
Bukayo Saka,0,541679
Emile Smith Rowe,0,541679
Joseph Willock,0,541679
Vicente Guaita,1,541677
Scott Dann,1,541677
James Tomkins,1,541677
Jairo Riedewald,1,541677
Martin Kelly,1,541677
Luka Milivojevic,1,541677
James McArthur,1,541677
Cheikhou Kouyaté,1,541677
Christian Benteke,1,541677
Wilfried Zaha,1,541677
Jordan Ayew,1,541677
James McCarthy,0,541677
Max Meyer,0,541677
Jordan Pickford,1,541665
Mason Holgate,1,541665
Yerry Mina,1,541665
Lucas Digne,1,541665
Djibril Sidibé,1,541665
Fabian Delph,1,541665
Gylfi Sigurdsson,1,541665
Alex Iwobi,1,541665
Tom Davies,1,541665
Dominic Calvert-Lewin,1,541665
Richarlison,1,541665
Michael Keane,0,541665
Cenk Tosun,0,541665
Aaron Ramsdale,1,541666
Chris Mepham,1,541666
Simon Francis,1,541666
Diego Rico,1,541666
Jack Stacey,1,541666
Dan Gosling,1,541666
Philip Billing,1,541666
Jefferson Lerma,1,541666
Ryan Fraser,1,541666
Lewis Cook,1,541666
Joshua King,1,541666
Dominic Solanke,0,541666
Callum Wilson,0,541666
Tom Heaton,1,541673
Kortney Hause,1,541673
Björn Engels,1,541673
Matt Targett,1,541673
Frédéric Guilbert,1,541673
Douglas Luiz,1,541673
Conor Hourihane,1,541673
John McGinn,1,541673
Wesley,1,541673
Jack Grealish,1,541673
Anwar El-Ghazi,1,541673
Jonathan Kodjia,0,541673
Marvelous Nakamba,0,541673
Trézéguet,0,541673
Mathew Ryan,1,541672
Lewis Dunk,1,541672
Adam Webster,1,541672
Dan Burn,1,541672
Martín Montoya,1,541672
Pascal Gross,1,541672
Dale Stephens,1,541672
Davy Pröpper,1,541672
Neal Maupay,1,541672
Leandro Trossard,1,541672
Aaron Mooy,1,541672
Yves Bissouma,0,541672
Glenn Murray,0,541672
Aaron Connolly,0,541672
Martin Dubravka,1,541668
Federico Fernández,1,541668
Florian Lejeune,1,541668
Fabian Schär,1,541668
Miguel Almirón,1,541668
Isaac Hayden,1,541668
Jonjo Shelvey,1,541668
Paul Dummett,1,541668
Javier Manquillo,1,541668
Joelinton,1,541668
Andy Carroll,1,541668
Sean Longstaff,0,541668
DeAndre Yedlin,0,541668
Dwight Gayle,0,541668
Tim Krul,1,541674
Grant Hanley,1,541674
Christoph Zimmermann,1,541674
Sam Byram,1,541674
Max Aarons,1,541674
Kenny McLean,1,541674
Tom Trybull,1,541674
Alexander Tettey,1,541674
Teemu Pukki,1,541674
Todd Cantwell,1,541674
Emiliano Buendía,1,541674
Mario Vrancic,0,541674
Onel Hernández,0,541674
Dennis Srbeny,0,541674
Ederson,1,541669
Nicolás Otamendi,1,541669
Fernandinho,1,541669
Benjamin Mendy,1,541669
Kyle Walker,1,541669
Kevin De Bruyne,1,541669
Bernardo Silva,1,541669
Ilkay Gündogan,1,541669
Gabriel Jesus,1,541669
Raheem Sterling,1,541669
Riyad Mahrez,1,541669
Sergio Agüero,0,541669
Rodri,0,541669
Phil Foden,0,541669
Ben Foster,1,541671
Craig Cathcart,1,541671
Christian Kabasele,1,541671
Kiko,1,541671
Adrian Mariappa,1,541671
Abdoulaye Doucouré,1,541671
Will Hughes,1,541671
Étienne Capoue,1,541671
Troy Deeney,1,541671
Gerard Deulofeu,1,541671
Ismaïla Sarr,1,541671
Nathaniel Chalobah,0,541671
Roberto Pereyra,0,541671
Issac Success,0,541671
Paulo Gazzaniga,1,541667
Toby Alderweireld,1,541667
Davinson Sánchez,1,541667
Jan Vertonghen,1,541667
Serge Aurier,1,541667
Eric Dier,1,541667
Dele Alli,1,541667
Moussa Sissoko,1,541667
Harry Kane,1,541667
Son Heung-Min,1,541667
Lucas Moura,1,541667
Danny Rose,0,541667
Christian Eriksen,0,541667
Tanguy Ndombele,0,541667
Paulo Gazzaniga,1,541656
Toby Alderweireld,1,541656
Jan Vertonghen,1,541656
Davinson Sánchez,1,541656
Moussa Sissoko,1,541656
Harry Winks,1,541656
Ryan Sessegnon,1,541656
Serge Aurier,1,541656
Harry Kane,1,541656
Dele Alli,1,541656
Lucas Moura,1,541656
Christian Eriksen,0,541656
Giovani Lo Celso,0,541656
Eric Dier,0,541656
Aaron Ramsdale,1,541655
Chris Mepham,1,541655
Steve Cook,1,541655
Jack Simpson,1,541655
Jack Stacey,1,541655
Dan Gosling,1,541655
Lewis Cook,1,541655
Jefferson Lerma,1,541655
Joshua King,1,541655
Ryan Fraser,1,541655
Callum Wilson,1,541655
Philip Billing,0,541655
Harry Wilson,0,541655
Tom Heaton,1,541661
Kortney Hause,1,541661
Ezri Konsa,1,541661
Matt Targett,1,541661
Ahmed El Mohamady,1,541661
Jack Grealish,1,541661
Douglas Luiz,1,541661
Marvelous Nakamba,1,541661
Wesley,1,541661
Trézéguet,1,541661
Anwar El-Ghazi,1,541661
Conor Hourihane,0,541661
Jota,0,541661
Henri Lansbury,0,541661
Kepa Arrizabalaga,1,541662
Kurt Zouma,1,541662
Fikayo Tomori,1,541662
Antonio Rüdiger,1,541662
Jorginho,1,541662
N'Golo Kanté,1,541662
Emerson Palmieri,1,541662
César Azpilicueta,1,541662
Tammy Abraham,1,541662
Willian,1,541662
Callum Hudson-Odoi,1,541662
Mason Mount,0,541662
Pedro,0,541662
Christian Pulisic,0,541662
Vicente Guaita,1,541664
Mamadou Sakho,1,541664
James Tomkins,1,541664
Patrick van Aanholt,1,541664
Martin Kelly,1,541664
James McArthur,1,541664
Cheikhou Kouyaté,1,541664
Luka Milivojevic,1,541664
Wilfried Zaha,1,541664
Max Meyer,1,541664
Jordan Ayew,1,541664
Jairo Riedewald,0,541664
James McCarthy,0,541664
Connor Wickham,0,541664
Jordan Pickford,1,541657
Yerry Mina,1,541657
Mason Holgate,1,541657
Seamus Coleman,1,541657
Fabian Delph,1,541657
Gylfi Sigurdsson,1,541657
Bernard,1,541657
Lucas Digne,1,541657
Djibril Sidibé,1,541657
Dominic Calvert-Lewin,1,541657
Richarlison,1,541657
Moise Kean,0,541657
Theo Walcott,0,541657
Tom Davies,0,541657
Dean Henderson,1,541663
John Egan,1,541663
Jack O'Connell,1,541663
Chris Basham,1,541663
John Fleck,1,541663
John Lundstram,1,541663
Oliver Norwood,1,541663
Enda Stevens,1,541663
George Baldock,1,541663
David McGoldrick,1,541663
Oliver McBurnie,1,541663
Lys Mousset,0,541663
David de Gea,1,541660
Harry Maguire,1,541660
Victor Lindelöf,1,541660
Luke Shaw,1,541660
Aaron Wan-Bissaka,1,541660
Andreas Pereira,1,541660
Fred,1,541660
Scott McTominay,1,541660
Anthony Martial,1,541660
Marcus Rashford,1,541660
Mason Greenwood,1,541660
Paul Pogba,0,541660
Juan Mata,0,541660
Jesse Lingard,0,541660
Kasper Schmeichel,1,541658
Çaglar Söyüncü,1,541658
Jonny Evans,1,541658
Wilfred Ndidi,1,541658
Ben Chilwell,1,541658
Ricardo Pereira,1,541658
Youri Tielemans,1,541658
Dennis Praet,1,541658
James Maddison,1,541658
Harvey Barnes,1,541658
Jamie Vardy,1,541658
Ayoze Pérez,0,541658
Hamza Choudhury,0,541658
Marc Albrighton,0,541658
Rui Patrício,1,541659
Conor Coady,1,541659
Romain Saïss,1,541659
Leander Dendoncker,1,541659
João Moutinho,1,541659
Rúben Neves,1,541659
Jonny,1,541659
Matthew Doherty,1,541659
Raúl Jiménez,1,541659
Diogo Jota,1,541659
Adama Traoré,1,541659
Ruben Vinagre,0,541659
Ryan Bennett,0,541659
Pedro Neto,0,541659
Mathew Ryan,1,541646
Lewis Dunk,1,541646
Shane Duffy,1,541646
Dan Burn,1,541646
Martín Montoya,1,541646
Aaron Mooy,1,541646
Yves Bissouma,1,541646
Davy Pröpper,1,541646
Neal Maupay,1,541646
Leandro Trossard,1,541646
Alireza Jahanbakhsh,1,541646
Dale Stephens,0,541646
Glenn Murray,0,541646
Steven Alzate,0,541646
Martin Dubravka,1,541649
Federico Fernández,1,541649
Florian Lejeune,1,541649
Fabian Schär,1,541649
Miguel Almirón,1,541649
Isaac Hayden,1,541649
Jonjo Shelvey,1,541649
Jetro Willems,1,541649
DeAndre Yedlin,1,541649
Joelinton,1,541649
Andy Carroll,1,541649
Christian Atsu,0,541649
Sean Longstaff,0,541649
Dwight Gayle,0,541649
Alex McCarthy,1,541648
Jan Bednarek,1,541648
Jack Stephens,1,541648
Ryan Bertrand,1,541648
Cédric Soares,1,541648
Pierre-Emile Højbjerg,1,541648
James Ward-Prowse,1,541648
Nathan Redmond,1,541648
Sofiane Boufal,1,541648
Danny Ings,1,541648
Che Adams,1,541648
Stuart Armstrong,0,541648
Moussa Djenepo,0,541648
Ben Foster,1,541645
Craig Cathcart,1,541645
Christian Kabasele,1,541645
Kiko,1,541645
Adrian Mariappa,1,541645
Abdoulaye Doucouré,1,541645
Will Hughes,1,541645
Étienne Capoue,1,541645
Troy Deeney,1,541645
Gerard Deulofeu,1,541645
Ismaïla Sarr,1,541645
Adam Masina,0,541645
Nathaniel Chalobah,0,541645
Tim Krul,1,541653
Grant Hanley,1,541653
Christoph Zimmermann,1,541653
Jamal Lewis,1,541653
Max Aarons,1,541653
Marco Stiepermann,1,541653
Mario Vrancic,1,541653
Alexander Tettey,1,541653
Teemu Pukki,1,541653
Onel Hernández,1,541653
Emiliano Buendía,1,541653
Kenny McLean,0,541653
Tom Trybull,0,541653
Todd Cantwell,0,541653
Lukasz Fabianski,1,541650
Issa Diop,1,541650
Fabián Balbuena,1,541650
Arthur Masuaku,1,541650
Ryan Fredericks,1,541650
Manuel Lanzini,1,541650
Carlos Sánchez,1,541650
Declan Rice,1,541650
Sébastian Haller,1,541650
Felipe Anderson,1,541650
Pablo Fornals,1,541650
Albian Ajeti,0,541650
Robert Snodgrass,0,541650
Michail Antonio,0,541650
Nick Pope,1,541651
Ben Mee,1,541651
James Tarkowski,1,541651
Charlie Taylor,1,541651
Phillip Bardsley,1,541651
Jack Cork,1,541651
Ashley Westwood,1,541651
Dwight McNeil,1,541651
Jeff Hendrick,1,541651
Ashley Barnes,1,541651
Chris Wood,1,541651
Robbie Brady,0,541651
Jay Rodriguez,0,541651
Jóhann Gudmundsson,0,541651
Bernd Leno,1,541647
David Luiz,1,541647
Calum Chambers,1,541647
Bukayo Saka,1,541647
Ainsley Maitland-Niles,1,541647
Mesut Özil,1,541647
Matteo Guendouzi,1,541647
Lucas Torreira,1,541647
Alexandre Lacazette,1,541647
Pierre-Emerick Aubameyang,1,541647
Reiss Nelson,1,541647
Shkodran Mustafi,0,541647
Joseph Willock,0,541647
Nicolas Pépé,0,541647
Alisson,1,541654
Virgil van Dijk,1,541654
Joe Gomez,1,541654
Andy Robertson,1,541654
Trent Alexander-Arnold,1,541654
Roberto Firmino,1,541654
Georginio Wijnaldum,1,541654
Jordan Henderson,1,541654
Mohamed Salah,1,541654
Sadio Mané,1,541654
Adam Lallana,1,541654
Divock Origi,0,541654
James Milner,0,541654
Naby Keita,0,541654
Claudio Bravo,1,541652
Eric García,1,541652
Fernandinho,1,541652
Oleksandr Zinchenko,1,541652
Kyle Walker,1,541652
Rodri,1,541652
Bernardo Silva,1,541652
Kevin De Bruyne,1,541652
Sergio Agüero,1,541652
Raheem Sterling,1,541652
Riyad Mahrez,1,541652
Ilkay Gündogan,0,541652
Phil Foden,0,541652
Gabriel Jesus,0,541652
Mathew Ryan,1,541637
Lewis Dunk,1,541637
Adam Webster,1,541637
Davy Pröpper,1,541637
Dan Burn,1,541637
Martín Montoya,1,541637
Aaron Mooy,1,541637
Yves Bissouma,1,541637
Steven Alzate,1,541637
Neal Maupay,1,541637
Leandro Trossard,1,541637
Bernardo,0,541637
Alireza Jahanbakhsh,0,541637
Aaron Connolly,0,541637
Nick Pope,1,541635
Ben Mee,1,541635
James Tarkowski,1,541635
Charlie Taylor,1,541635
Phillip Bardsley,1,541635
Jack Cork,1,541635
Ashley Westwood,1,541635
Dwight McNeil,1,541635
Robbie Brady,1,541635
Ashley Barnes,1,541635
Chris Wood,1,541635
Jóhann Gudmundsson,0,541635
Jay Rodriguez,0,541635
Martin Dubravka,1,541640
Federico Fernández,1,541640
Florian Lejeune,1,541640
Fabian Schär,1,541640
Jonjo Shelvey,1,541640
Isaac Hayden,1,541640
Jetro Willems,1,541640
Javier Manquillo,1,541640
Joelinton,1,541640
Miguel Almirón,1,541640
Yoshinori Muto,1,541640
Sean Longstaff,0,541640
DeAndre Yedlin,0,541640
Emil Krafth,0,541640
Alex McCarthy,1,541643
Jan Bednarek,1,541643
Jack Stephens,1,541643
Ryan Bertrand,1,541643
Cédric Soares,1,541643
Pierre-Emile Højbjerg,1,541643
James Ward-Prowse,1,541643
Moussa Djenepo,1,541643
Stuart Armstrong,1,541643
Nathan Redmond,1,541643
Danny Ings,1,541643
Shane Long,0,541643
Oriol Romeu,0,541643
Michael Obafemi,0,541643
Ben Foster,1,541644
Craig Cathcart,1,541644
Christian Kabasele,1,541644
Kiko,1,541644
Craig Dawson,1,541644
Abdoulaye Doucouré,1,541644
Étienne Capoue,1,541644
Nathaniel Chalobah,1,541644
Troy Deeney,1,541644
Gerard Deulofeu,1,541644
Ismaïla Sarr,1,541644
José Holebas,0,541644
Adam Masina,0,541644
Roberto Pereyra,0,541644
Claudio Bravo,1,541639
Fernandinho,1,541639
Eric García,1,541639
Rodri,1,541639
Ilkay Gündogan,1,541639
Kevin De Bruyne,1,541639
Benjamin Mendy,1,541639
João Cancelo,1,541639
Gabriel Jesus,1,541639
Phil Foden,1,541639
Riyad Mahrez,1,541639
David Silva,0,541639
Raheem Sterling,0,541639
Tim Krul,1,541638
Grant Hanley,1,541638
Christoph Zimmermann,1,541638
Sam Byram,1,541638
Max Aarons,1,541638
Kenny McLean,1,541638
Mario Vrancic,1,541638
Alexander Tettey,1,541638
Teemu Pukki,1,541638
Todd Cantwell,1,541638
Emiliano Buendía,1,541638
Adam Idah,0,541638
Marco Stiepermann,0,541638
Onel Hernández,0,541638
Lukasz Fabianski,1,541636
Angelo Ogbonna,1,541636
Fabián Balbuena,1,541636
Aaron Cresswell,1,541636
Ryan Fredericks,1,541636
Mark Noble,1,541636
Declan Rice,1,541636
Pablo Fornals,1,541636
Robert Snodgrass,1,541636
Sébastian Haller,1,541636
Felipe Anderson,1,541636
Arthur Masuaku,0,541636
Manuel Lanzini,0,541636
Bernd Leno,1,541641
David Luiz,1,541641
Sokratis Papastathopoulos,1,541641
Sead Kolasinac,1,541641
Ainsley Maitland-Niles,1,541641
Mesut Özil,1,541641
Granit Xhaka,1,541641
Lucas Torreira,1,541641
Alexandre Lacazette,1,541641
Pierre-Emerick Aubameyang,1,541641
Nicolas Pépé,1,541641
Bukayo Saka,0,541641
Matteo Guendouzi,0,541641
Reiss Nelson,0,541641
Alisson,1,541642
Virgil van Dijk,1,541642
Joe Gomez,1,541642
Andy Robertson,1,541642
Trent Alexander-Arnold,1,541642
Jordan Henderson,1,541642
Georginio Wijnaldum,1,541642
James Milner,1,541642
Roberto Firmino,1,541642
Sadio Mané,1,541642
Mohamed Salah,1,541642
Adam Lallana,0,541642
Divock Origi,0,541642
Harvey Elliott,0,541642
Dean Henderson,1,541634
John Egan,1,541634
Jack O'Connell,1,541634
Chris Basham,1,541634
John Fleck,1,541634
John Lundstram,1,541634
Oliver Norwood,1,541634
Enda Stevens,1,541634
George Baldock,1,541634
David McGoldrick,1,541634
Oliver McBurnie,1,541634
Muhamed Besic,0,541634
Lys Mousset,0,541634
Billy Sharp,0,541634
Vicente Guaita,1,541625
Gary Cahill,1,541625
James Tomkins,1,541625
Jairo Riedewald,1,541625
Martin Kelly,1,541625
James McCarthy,1,541625
Cheikhou Kouyaté,1,541625
James McArthur,1,541625
Wilfried Zaha,1,541625
Max Meyer,1,541625
Jordan Ayew,1,541625
Cenk Tosun,0,541625
Kepa Arrizabalaga,1,541627
Antonio Rüdiger,1,541627
Andreas Christensen,1,541627
César Azpilicueta,1,541627
Reece James,1,541627
Jorginho,1,541627
Mason Mount,1,541627
Ross Barkley,1,541627
Tammy Abraham,1,541627
Willian,1,541627
Callum Hudson-Odoi,1,541627
Jordan Pickford,1,541626
Mason Holgate,1,541626
Michael Keane,1,541626
Lucas Digne,1,541626
Djibril Sidibé,1,541626
Gylfi Sigurdsson,1,541626
Tom Davies,1,541626
Bernard,1,541626
Theo Walcott,1,541626
Richarlison,1,541626
Dominic Calvert-Lewin,1,541626
Yerry Mina,0,541626
Fabian Delph,0,541626
Seamus Coleman,0,541626
Kasper Schmeichel,1,541632
Jonny Evans,1,541632
Çaglar Söyüncü,1,541632
Hamza Choudhury,1,541632
Ben Chilwell,1,541632
Ricardo Pereira,1,541632
James Maddison,1,541632
Dennis Praet,1,541632
Harvey Barnes,1,541632
Ayoze Pérez,1,541632
Jamie Vardy,1,541632
Youri Tielemans,0,541632
Kelechi Iheanacho,0,541632
Demarai Gray,0,541632
David de Gea,1,541631
Harry Maguire,1,541631
Victor Lindelöf,1,541631
Brandon Williams,1,541631
Aaron Wan-Bissaka,1,541631
Andreas Pereira,1,541631
Nemanja Matic,1,541631
Fred,1,541631
Anthony Martial,1,541631
Marcus Rashford,1,541631
Juan Mata,1,541631
Mason Greenwood,0,541631
Angel Gomes,0,541631
Daniel James,0,541631
Rui Patrício,1,541630
Conor Coady,1,541630
Romain Saïss,1,541630
Leander Dendoncker,1,541630
João Moutinho,1,541630
Rúben Neves,1,541630
Jonny,1,541630
Matthew Doherty,1,541630
Raúl Jiménez,1,541630
Pedro Neto,1,541630
Adama Traoré,1,541630
Ruben Vinagre,0,541630
Paulo Gazzaniga,1,541628
Davinson Sánchez,1,541628
Toby Alderweireld,1,541628
Danny Rose,1,541628
Japhet Tanganga,1,541628
Harry Winks,1,541628
Christian Eriksen,1,541628
Son Heung-Min,1,541628
Serge Aurier,1,541628
Dele Alli,1,541628
Lucas Moura,1,541628
Erik Lamela,0,541628
Giovani Lo Celso,0,541628
Mark Travers,1,541633
Steve Cook,1,541633
Simon Francis,1,541633
Nathan Aké,1,541633
Adam Smith,1,541633
Jefferson Lerma,1,541633
Dan Gosling,1,541633
Ryan Fraser,1,541633
Harry Wilson,1,541633
Dominic Solanke,1,541633
Callum Wilson,1,541633
Philip Billing,0,541633
Lewis Cook,0,541633
Sam Surridge,0,541633
Ørjan Nyland,1,541629
Tyrone Mings,1,541629
Kortney Hause,1,541629
Ezri Konsa,1,541629
Neil Taylor,1,541629
Ahmed El Mohamady,1,541629
Danny Drinkwater,1,541629
Conor Hourihane,1,541629
Douglas Luiz,1,541629
Jack Grealish,1,541629
Anwar El-Ghazi,1,541629
Henri Lansbury,0,541629
Trézéguet,0,541629
Marvelous Nakamba,0,541629
Ben Foster,1,541623
Craig Cathcart,1,541623
Craig Dawson,1,541623
Adam Masina,1,541623
Adrian Mariappa,1,541623
Abdoulaye Doucouré,1,541623
Étienne Capoue,1,541623
Nathaniel Chalobah,1,541623
Troy Deeney,1,541623
Gerard Deulofeu,1,541623
Ismaïla Sarr,1,541623
Roberto Pereyra,0,541623
Ignacio Pussetto,0,541623
Bernd Leno,1,541622
David Luiz,1,541622
Shkodran Mustafi,1,541622
Bukayo Saka,1,541622
Ainsley Maitland-Niles,1,541622
Mesut Özil,1,541622
Granit Xhaka,1,541622
Lucas Torreira,1,541622
Alexandre Lacazette,1,541622
Gabriel Martinelli,1,541622
Nicolas Pépé,1,541622
Edward Nketiah,0,541622
Mathew Ryan,1,541615
Lewis Dunk,1,541615
Adam Webster,1,541615
Bernardo,1,541615
Steven Alzate,1,541615
Dale Stephens,1,541615
Davy Pröpper,1,541615
Leandro Trossard,1,541615
Aaron Mooy,1,541615
Aaron Connolly,1,541615
Neal Maupay,1,541615
Glenn Murray,0,541615
Pascal Gross,0,541615
Martín Montoya,0,541615
Ederson,1,541618
Fernandinho,1,541618
John Stones,1,541618
Benjamin Mendy,1,541618
João Cancelo,1,541618
Ilkay Gündogan,1,541618
David Silva,1,541618
Kevin De Bruyne,1,541618
Sergio Agüero,1,541618
Bernardo Silva,1,541618
Raheem Sterling,1,541618
Gabriel Jesus,0,541618
Riyad Mahrez,0,541618
Rodri,0,541618
Tim Krul,1,541616
Ben Godfrey,1,541616
Christoph Zimmermann,1,541616
Sam Byram,1,541616
Max Aarons,1,541616
